"Precinct: 30001 ","Polling Place: ",1,,,"Precinct: 30002 ","Polling Place: ",1,,,"Precinct: 30003 ","Polling Place: ",1,,
,"Total Votes: ",,,392,,"Total Votes: ",,,361,,"Total Votes: ",,,360
"Precinct: 30146 ","Polling Place: ",3,,,"Precinct: 30146 ","Polling Place: ",4,,,"Precinct: 30147 ","Polling Place: ",1,,
"Savaco Community Sch, Vai Tow n ",,,,,"Savaco Community Sch, Vai Tow n ",,,,,"Imam Abdullah Tunis Islamic Sch, Vai Tow n",,,,
"Registered Voters: ",517,,,,"Registered Voters: ",514,,,,"Registered Voters: ",561,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,177,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,166,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,156
"WEAH, George Manneh (CDC) ",,,,186,"WEAH, George Manneh (CDC) ",,,,194,"WEAH, George Manneh (CDC) ",,,,236
,"Valid Votes: ",,,363,,"Valid Votes: ",,,360,,"Valid Votes: ",,,392
,"Invalid Votes: ",,,7,,"Invalid Votes: ",,,4,,"Invalid Votes: ",,,4
,"Total Votes: ",,,370,,"Total Votes: ",,,364,,"Total Votes: ",,,396
"Precinct: 30147 ","Polling Place: ",2,,,"Precinct: 30147 ","Polling Place: ",3,,,"Precinct: 30148 ","Polling Place: ",1,,
"Imam Abdullah Tunis Islamic Sch, Vai Tow n ",,,,,"Imam Abdullah Tunis Islamic Sch, Vai Tow n ",,,,,"Timosa Academy, Vai Tow n",,,,
"Registered Voters: ",559,,,,"Registered Voters: ",592,,,,"Registered Voters: ",548,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,156,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,149,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,302
"WEAH, George Manneh (CDC) ",,,,208,"WEAH, George Manneh (CDC) ",,,,261,"WEAH, George Manneh (CDC) ",,,,95
,"Valid Votes: ",,,364,,"Valid Votes: ",,,410,,"Valid Votes: ",,,397
,"Invalid Votes: ",,,2,,"Invalid Votes: ",,,2,,"Invalid Votes: ",,,6
,"Total Votes: ",,,366,,"Total Votes: ",,,412,,"Total Votes: ",,,403
"Precinct: 30148 ","Polling Place: ",2,,,"Precinct: 30148 ","Polling Place: ",3,,,"Precinct: 30148 ","Polling Place: ",4,,
"Timosa Academy, Vai Tow n ",,,,,"Timosa Academy, Vai Tow n ",,,,,"Timosa Academy, Vai Tow n",,,,
"Registered Voters: ",573,,,,"Registered Voters: ",543,,,,"Registered Voters: ",559,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,135,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,301,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,113
"WEAH, George Manneh (CDC) ",,,,296,"WEAH, George Manneh (CDC) ",,,,80,"WEAH, George Manneh (CDC) ",,,,290
,"Valid Votes: ",,,431,,"Valid Votes: ",,,381,,"Valid Votes: ",,,403
,"Invalid Votes: ",,,1,,"Invalid Votes: ",,,8,,"Invalid Votes: ",,,6
,"Total Votes: ",,,432,,"Total Votes: ",,,389,,"Total Votes: ",,,409
"Precinct: 30148 ","Polling Place: ",5,,,"Precinct: 30151 ","Polling Place: ",1,,,"Precinct: 30151 ","Polling Place: ",2,,
"Timosa Academy, Vai Tow n ",,,,,"N.k.t El & Jr High School, New  Kru Tow n ",,,,,"N.k.t El & Jr High School, New  Kru Tow n",,,,
"Registered Voters: ",536,,,,"Registered Voters: ",510,,,,"Registered Voters: ",534,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,116,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,53,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,83
"WEAH, George Manneh (CDC) ",,,,265,"WEAH, George Manneh (CDC) ",,,,338,"WEAH, George Manneh (CDC) ",,,,324
,"Valid Votes: ",,,381,,"Valid Votes: ",,,391,,"Valid Votes: ",,,407
,"Invalid Votes: ",,,6,,"Invalid Votes: ",,,7,,"Invalid Votes: ",,,5
,"Total Votes: ",,,387,,"Total Votes: ",,,398,,"Total Votes: ",,,412
"Precinct: 30151 ","Polling Place: ",3,,,"Precinct: 30151 ","Polling Place: ",4,,,"Precinct: 30152 ","Polling Place: ",1,,
"N.k.t El & Jr High School, New  Kru Tow n ",,,,,"N.k.t El & Jr High School, New  Kru Tow n ",,,,,"N.k.t El & Jr High Sch, New  Kru Tow n",,,,
"Registered Voters: ",505,,,,"Registered Voters: ",507,,,,"Registered Voters: ",430,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,69,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,51,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,96
"WEAH, George Manneh (CDC) ",,,,324,"WEAH, George Manneh (CDC) ",,,,322,"WEAH, George Manneh (CDC) ",,,,223
,"Valid Votes: ",,,393,,"Valid Votes: ",,,373,,"Valid Votes: ",,,319
,"Invalid Votes: ",,,6,,"Invalid Votes: ",,,9,,"Invalid Votes: ",,,4
,"Total Votes: ",,,399,,"Total Votes: ",,,382,,"Total Votes: ",,,323
"Precinct: 30152 ","Polling Place: ",2,,,"Precinct: 30152 ","Polling Place: ",3,,,"Precinct: 30153 ","Polling Place: ",1,,
"N.k.t El & Jr High Sch, New  Kru Tow n ",,,,,"N.k.t El & Jr High Sch, New  Kru Tow n ",,,,,"George Call High School, New  Kru Tow n",,,,
"Registered Voters: ",449,,,,"Registered Voters: ",434,,,,"Registered Voters: ",513,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,99,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,75,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,87
"WEAH, George Manneh (CDC) ",,,,236,"WEAH, George Manneh (CDC) ",,,,236,"WEAH, George Manneh (CDC) ",,,,286
,"Valid Votes: ",,,335,,"Valid Votes: ",,,311,,"Valid Votes: ",,,373
,"Invalid Votes: ",,,5,,"Invalid Votes: ",,,6,,"Invalid Votes: ",,,2
,"Total Votes: ",,,340,,"Total Votes: ",,,317,,"Total Votes: ",,,375
"Precinct: 30153 ","Polling Place: ",2,,,"Precinct: 30153 ","Polling Place: ",3,,,"Precinct: 30154 ","Polling Place: ",1,,
"George Call High School, New  Kru Tow n ",,,,,"George Call High School, New  Kru Tow n ",,,,,"George Call High School, New  Kru Tow n",,,,
"Registered Voters: ",486,,,,"Registered Voters: ",462,,,,"Registered Voters: ",510,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,74,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,86,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,84
"WEAH, George Manneh (CDC) ",,,,272,"WEAH, George Manneh (CDC) ",,,,274,"WEAH, George Manneh (CDC) ",,,,287
,"Valid Votes: ",,,346,,"Valid Votes: ",,,360,,"Valid Votes: ",,,371
,"Invalid Votes: ",,,2,,"Invalid Votes: ",,,0,,"Invalid Votes: ",,,1
,"Total Votes: ",,,348,,"Total Votes: ",,,360,,"Total Votes: ",,,372
"Precinct: 30154 ","Polling Place: ",2,,,"Precinct: 30154 ","Polling Place: ",3,,,"Precinct: 30157 ","Polling Place: ",1,,
"George Call High School, New  Kru Tow n ",,,,,"George Call High School, New  Kru Tow n ",,,,,"D.tw eh High School/mcss, New  Kru Tow n",,,,
"Registered Voters: ",545,,,,"Registered Voters: ",546,,,,"Registered Voters: ",491,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,72,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,91,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,57
"WEAH, George Manneh (CDC) ",,,,319,"WEAH, George Manneh (CDC) ",,,,310,"WEAH, George Manneh (CDC) ",,,,294
,"Valid Votes: ",,,391,,"Valid Votes: ",,,401,,"Valid Votes: ",,,351
,"Invalid Votes: ",,,9,,"Invalid Votes: ",,,7,,"Invalid Votes: ",,,2
,"Total Votes: ",,,400,,"Total Votes: ",,,408,,"Total Votes: ",,,353
"Precinct: 30157 ","Polling Place: ",2,,,"Precinct: 30157 ","Polling Place: ",3,,,"Precinct: 30158 ","Polling Place: ",1,,
"D.tw eh High School/mcss, New  Kru Tow n ",,,,,"D.tw eh High School/mcss, New  Kru Tow n ",,,,,"D.tw eh High School/mcss, New  Kru Tow n",,,,
"Registered Voters: ",494,,,,"Registered Voters: ",503,,,,"Registered Voters: ",526,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,85,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,66,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,76
"WEAH, George Manneh (CDC) ",,,,295,"WEAH, George Manneh (CDC) ",,,,301,"WEAH, George Manneh (CDC) ",,,,312
,"Valid Votes: ",,,380,,"Valid Votes: ",,,367,,"Valid Votes: ",,,388
,"Invalid Votes: ",,,10,,"Invalid Votes: ",,,9,,"Invalid Votes: ",,,6
,"Total Votes: ",,,390,,"Total Votes: ",,,376,,"Total Votes: ",,,394
"Precinct: 30158 ","Polling Place: ",2,,,"Precinct: 30158 ","Polling Place: ",3,,,"Precinct: 30159 ","Polling Place: 1",,,
"D.tw eh High School/mcss, New  Kru Tow n ",,,,,"D.tw eh High School/mcss, New  Kru Tow n ",,,,,"Good Shepherd -tomorrow","Sch, New  Kru Tow n",,,
"Registered Voters: ",506,,,,"Registered Voters: ",544,,,,"Registered Voters: ",429,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,77,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,70,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,71
"WEAH, George Manneh (CDC) ",,,,286,"WEAH, George Manneh (CDC) ",,,,314,"WEAH, George Manneh (CDC) ",,,,242
,"Valid Votes: ",,,363,,"Valid Votes: ",,,384,,"Valid Votes: ",,,313
,"Invalid Votes: ",,,7,,"Invalid Votes: ",,,2,,"Invalid Votes: ",,,5
,"Total Votes: ",,,370,,"Total Votes: ",,,386,,"Total Votes: ",,,318
"Precinct: 30159 ","Polling Place: 2 ",,,,"Precinct: 30159 ","Polling Place: 3 ",,,,"Precinct: 30160 ","Polling Place: ",1,,
"Good Shepherd -tomorrow","Sch, New  Kru Tow n ",,,,"Good Shepherd -tomorrow","Sch, New  Kru Tow n ",,,,"Administration Building, New  Kru Tow n",,,,
"Registered Voters: ",440,,,,"Registered Voters: ",450,,,,"Registered Voters: ",447,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,98,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,89,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,61
"WEAH, George Manneh (CDC) ",,,,224,"WEAH, George Manneh (CDC) ",,,,235,"WEAH, George Manneh (CDC) ",,,,294
,"Valid Votes: ",,,322,,"Valid Votes: ",,,324,,"Valid Votes: ",,,355
,"Invalid Votes: ",,,4,,"Invalid Votes: ",,,13,,"Invalid Votes: ",,,3
,"Total Votes: ",,,326,,"Total Votes: ",,,337,,"Total Votes: ",,,358
"Precinct: 30160 ","Polling Place: ",2,,,"Precinct: 30160 ","Polling Place: ",3,,,"Precinct: 30160 ","Polling Place: ",4,,
"Administration Building, New  Kru Tow n ",,,,,"Administration Building, New  Kru Tow n ",,,,,"Administration Building, New  Kru Tow n",,,,
"Registered Voters: ",463,,,,"Registered Voters: ",467,,,,"Registered Voters: ",474,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,63,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,84,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,63
"WEAH, George Manneh (CDC) ",,,,290,"WEAH, George Manneh (CDC) ",,,,291,"WEAH, George Manneh (CDC) ",,,,265
,"Valid Votes: ",,,353,,"Valid Votes: ",,,375,,"Valid Votes: ",,,328
,"Invalid Votes: ",,,6,,"Invalid Votes: ",,,11,,"Invalid Votes: ",,,11
,"Total Votes: ",,,359,,"Total Votes: ",,,386,,"Total Votes: ",,,339
"Precinct: 30162 ","Polling Place: ",1,,,"Precinct: 30162 ","Polling Place: ",2,,,"Precinct: 30163 ","Polling Place: ",1,,
"A.c.f.i School, New  Kru Tow n ",,,,,"A.c.f.i School, New  Kru Tow n ",,,,,"St. John Baptist El.&jr. High Sch., New  Kru Tow n",,,,
"Registered Voters: ",553,,,,"Registered Voters: ",516,,,,"Registered Voters: ",446,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,72,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,57,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,125
"WEAH, George Manneh (CDC) ",,,,343,"WEAH, George Manneh (CDC) ",,,,328,"WEAH, George Manneh (CDC) ",,,,222
,"Valid Votes: ",,,415,,"Valid Votes: ",,,385,,"Valid Votes: ",,,347
,"Invalid Votes: ",,,3,,"Invalid Votes: ",,,4,,"Invalid Votes: ",,,5
,"Total Votes: ",,,418,,"Total Votes: ",,,389,,"Total Votes: ",,,352
"Precinct: 30163 ","Polling Place: ",2,,,"Precinct: 30163 ","Polling Place: ",3,,,"Precinct: 30163 ","Polling Place: ",4,,
"St. John Baptist El.&jr. High Sch., New  Kru Tow n ",,,,,"St. John Baptist El.&jr. High Sch., New  Kru Tow n ",,,,,"St. John Baptist El.&jr. High Sch., New  Kru Tow n",,,,
"Registered Voters: ",485,,,,"Registered Voters: ",447,,,,"Registered Voters: ",465,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,135,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,135,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,123
"WEAH, George Manneh (CDC) ",,,,210,"WEAH, George Manneh (CDC) ",,,,203,"WEAH, George Manneh (CDC) ",,,,222
,"Valid Votes: ",,,345,,"Valid Votes: ",,,338,,"Valid Votes: ",,,345
,"Invalid Votes: ",,,7,,"Invalid Votes: ",,,4,,"Invalid Votes: ",,,9
,"Total Votes: ",,,352,,"Total Votes: ",,,342,,"Total Votes: ",,,354
"Precinct: 30165 ","Polling Place: ",1,,,"Precinct: 30165 ","Polling Place: ",2,,,"Precinct: 30165 ","Polling Place: ",3,,
"Bush Road Foundation El/ Jr Sch , New  Kru Tow n ",,,,,"Bush Road Foundation El/ Jr Sch , New  Kru Tow n ",,,,,"Bush Road Foundation El/ Jr Sch , New  Kru Tow n",,,,
"Registered Voters: ",477,,,,"Registered Voters: ",468,,,,"Registered Voters: ",481,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,72,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,82,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,76
"WEAH, George Manneh (CDC) ",,,,282,"WEAH, George Manneh (CDC) ",,,,264,"WEAH, George Manneh (CDC) ",,,,273
,"Valid Votes: ",,,354,,"Valid Votes: ",,,346,,"Valid Votes: ",,,349
,"Invalid Votes: ",,,2,,"Invalid Votes: ",,,3,,"Invalid Votes: ",,,5
,"Total Votes: ",,,356,,"Total Votes: ",,,349,,"Total Votes: ",,,354
"Precinct: 30166 ","Polling Place: ",1,,,"Precinct: 30166 ","Polling Place: ",2,,,"Precinct: 30166 ","Polling Place: ",3,,
"Child Hope School, New  Kru Tow n ",,,,,"Child Hope School, New  Kru Tow n ",,,,,"Child Hope School, New  Kru Tow n",,,,
"Registered Voters: ",530,,,,"Registered Voters: ",528,,,,"Registered Voters: ",541,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,87,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,95,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,95
"WEAH, George Manneh (CDC) ",,,,286,"WEAH, George Manneh (CDC) ",,,,288,"WEAH, George Manneh (CDC) ",,,,296
,"Valid Votes: ",,,373,,"Valid Votes: ",,,383,,"Valid Votes: ",,,391
,"Invalid Votes: ",,,6,,"Invalid Votes: ",,,7,,"Invalid Votes: ",,,6
,"Total Votes: ",,,379,,"Total Votes: ",,,390,,"Total Votes: ",,,397
"Precinct: 30166 ","Polling Place: ",4,,,"Precinct: 30169 ","Polling Place: ",1,,,"Precinct: 30169 ","Polling Place: ",2,,
"Child Hope School, New  Kru Tow n ",,,,,"Assembly Of God Jr High Sch, New  Kru Tow n ",,,,,"Assembly Of God Jr High Sch, New  Kru Tow n",,,,
"Registered Voters: ",544,,,,"Registered Voters: ",436,,,,"Registered Voters: ",437,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,96,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,62,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,55
"WEAH, George Manneh (CDC) ",,,,293,"WEAH, George Manneh (CDC) ",,,,274,"WEAH, George Manneh (CDC) ",,,,251
,"Valid Votes: ",,,389,,"Valid Votes: ",,,336,,"Valid Votes: ",,,306
,"Invalid Votes: ",,,4,,"Invalid Votes: ",,,4,,"Invalid Votes: ",,,7
,"Total Votes: ",,,393,,"Total Votes: ",,,340,,"Total Votes: ",,,313
"Precinct: 30169 ","Polling Place: ",3,,,"Precinct: 30170 ","Polling Place: ",1,,,"Precinct: 30170 ","Polling Place: ",2,,
"Assembly Of God Jr High Sch, New  Kru Tow n ",,,,,"Distribution Center, Idp Camps, Brew ersville ",,,,,"Distribution Center, Idp Camps, Brew ersville",,,,
"Registered Voters: ",441,,,,"Registered Voters: ",253,,,,"Registered Voters: ",331,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,49,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,100,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,125
"WEAH, George Manneh (CDC) ",,,,270,"WEAH, George Manneh (CDC) ",,,,58,"WEAH, George Manneh (CDC) ",,,,62
,"Valid Votes: ",,,319,,"Valid Votes: ",,,158,,"Valid Votes: ",,,187
,"Invalid Votes: ",,,5,,"Invalid Votes: ",,,3,,"Invalid Votes: ",,,5
,"Total Votes: ",,,324,,"Total Votes: ",,,161,,"Total Votes: ",,,192
"Precinct: 30171 ","Polling Place: ",1,,,"Precinct: 30171 ","Polling Place: ",2,,,"Precinct: 30171 ","Polling Place: ",3,,
"Nrc School, Virginia ",,,,,"Nrc School, Virginia ",,,,,"Nrc School, Virginia",,,,
"Registered Voters: ",236,,,,"Registered Voters: ",391,,,,"Registered Voters: ",387,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,76,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,44,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,39
"WEAH, George Manneh (CDC) ",,,,41,"WEAH, George Manneh (CDC) ",,,,31,"WEAH, George Manneh (CDC) ",,,,24
,"Valid Votes: ",,,117,,"Valid Votes: ",,,75,,"Valid Votes: ",,,63
,"Invalid Votes: ",,,3,,"Invalid Votes: ",,,0,,"Invalid Votes: ",,,0
,"Total Votes: ",,,120,,"Total Votes: ",,,75,,"Total Votes: ",,,63
"Precinct: 30173 ","Polling Place: ",1,,,"Precinct: 30173 ","Polling Place: ",2,,,"Precinct: 30173 ","Polling Place: ",3,,
"Palava  Hut , Idp Camps, Brew ersville ",,,,,"Palava  Hut , Idp Camps, Brew ersville ",,,,,"Palava  Hut , Idp Camps, Brew ersville",,,,
"Registered Voters: ",456,,,,"Registered Voters: ",588,,,,"Registered Voters: ",577,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,192,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,182,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,199
"WEAH, George Manneh (CDC) ",,,,113,"WEAH, George Manneh (CDC) ",,,,69,"WEAH, George Manneh (CDC) ",,,,56
,"Valid Votes: ",,,305,,"Valid Votes: ",,,251,,"Valid Votes: ",,,255
,"Invalid Votes: ",,,4,,"Invalid Votes: ",,,14,,"Invalid Votes: ",,,8
,"Total Votes: ",,,309,,"Total Votes: ",,,265,,"Total Votes: ",,,263
"Precinct: 30173 ","Polling Place: ",4,,,"Precinct: 30175 ","Polling Place: ",1,,,"Precinct: 30175 ","Polling Place: ",2,,
"Palava  Hut , Idp Camps, Brew ersville ",,,,,"Child Frendly Space, Idp Camps, Brew ersville ",,,,,"Child Frendly Space, Idp Camps, Brew ersville",,,,
"Registered Voters: ",610,,,,"Registered Voters: ",370,,,,"Registered Voters: ",400,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,209,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,161,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,182
"WEAH, George Manneh (CDC) ",,,,75,"WEAH, George Manneh (CDC) ",,,,78,"WEAH, George Manneh (CDC) ",,,,101
,"Valid Votes: ",,,284,,"Valid Votes: ",,,239,,"Valid Votes: ",,,283
,"Invalid Votes: ",,,9,,"Invalid Votes: ",,,5,,"Invalid Votes: ",,,3
,"Total Votes: ",,,293,,"Total Votes: ",,,244,,"Total Votes: ",,,286
"Precinct: 30175 ","Polling Place: ",3,,,"Precinct: 30175 ","Polling Place: ",4,,,"Precinct: 30175 ","Polling Place: ",5,,
"Child Frendly Space, Idp Camps, Brew ersville ",,,,,"Child Frendly Space, Idp Camps, Brew ersville ",,,,,"Child Frendly Space, Idp Camps, Brew ersville",,,,
"Registered Voters: ",460,,,,"Registered Voters: ",436,,,,"Registered Voters: ",462,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,143,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,91,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,111
"WEAH, George Manneh (CDC) ",,,,51,"WEAH, George Manneh (CDC) ",,,,31,"WEAH, George Manneh (CDC) ",,,,38
,"Valid Votes: ",,,194,,"Valid Votes: ",,,122,,"Valid Votes: ",,,149
,"Invalid Votes: ",,,2,,"Invalid Votes: ",,,7,,"Invalid Votes: ",,,2
,"Total Votes: ",,,196,,"Total Votes: ",,,129,,"Total Votes: ",,,151
"Precinct: 30179 ","Polling Place: ",1,,,"Precinct: 30179 ","Polling Place: ",2,,,"Precinct: 30179 ","Polling Place: ",3,,
"Distribution Center, Idp Camps, Brew ersville ",,,,,"Distribution Center, Idp Camps, Brew ersville ",,,,,"Distribution Center, Idp Camps, Brew ersville",,,,
"Registered Voters: ",339,,,,"Registered Voters: ",315,,,,"Registered Voters: ",480,,,
"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff ",,,,,"President/Vice-President Runoff",,,,
"Candidate ",,,,"Votes ","Candidate ",,,,"Votes ","Candidate ",,,,"Votes"
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,150,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,146,"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,110
"WEAH, George Manneh (CDC) ",,,,67,"WEAH, George Manneh (CDC) ",,,,57,"WEAH, George Manneh (CDC) ",,,,24
,"Valid Votes: ",,,217,,"Valid Votes: ",,,203,,"Valid Votes: ",,,134
,"Invalid Votes: ",,,8,,"Invalid Votes: ",,,1,,"Invalid Votes: ",,,1
,"Total Votes: ",,,225,,"Total Votes: ",,,204,,"Total Votes: ",,,135
"Precinct: 30179 ","Polling Place: ",4,,,"Precinct: 30179 ","Polling Place: ",5,,,"Precinct: 30179 ","Polling Place: ",6,,
"Distribution Center, Idp Camps, Brew ersville ",,,,,"Distribution Center, Idp Camps, Brew ersville ",,,,,"Distribution Center, Idp Camps, Brew ersville",,,,
